source,category,title,issuer,law_type,publish_text,publish_time,org_names,detail_url,body_excerpt,downloaded_text,downloaded_html,attachment_files
gov_rules,地方政府规章,甘肃省废弃电器电子产品回收处理管理办法,甘肃省人民政府,地方政府规章,（2015年6月5日甘肃省政府第82次常务会议讨论通过2015年6月11日甘肃省人民政府令第117号公布自2015年8月1日起施行）,2015-06-05 00:00:00,,http://www.gov.cn/zhengce/2015-06/05/content_5717500.htm,甘肃省废弃电器电子产品回收处理管理办法 （2015年6月5日甘肃省政府第82次常务会议讨论通过2015年6月11日甘肃省人民政府令第117号公布自2015年8月1日起施行） 第一条 为规范废弃电器电子产品回收、利用和处置，节约资源，促进资源循环利用和循环经济发展，保护环境，保障公众健康，依据《中华人民共和国固体废物污染环境防治法》、《中华人民共和国循环经济促进法》、国务院《废弃电器电子产品回收处理管理条例》等法律法规，结合本省实际，制定本办法。 第二条 本省行政区域内从事生产、加工电器电子产品和从事废弃电器电子产品回收、分类、拆解、循环利用、安全处置等活动的单位和个人，应当遵守本办法。 第三条,,,[]
