source,category,title,url,code,pcode,pub_time,summary,content,department
gov_policy_library,bumenfile,关于印发《预算评审管理暂行办法》的通知,,,财预〔2023〕95号,1700103881000,关于印发《预算评审管理暂行办法》的通知 财预〔2023〕95号 党中央有关部门，国务院各部委、各直属机构，中央军委后勤保障部，全国人大常委会办公厅，全国政协办公厅，最高人民法院，最高人民检察院，各民主...,,
